title,section,image_url,article_url,content_time,author_name,description
¡NIBOL Y FONSA! Inauguran su flamante showroom en Cochabamba,Mostrador,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/foton020624ok.jpg?itok=ysCxaEKP,https://www.lostiempos.com/mostrador/mostrador/20240602/nibol-fonsa-inauguran-su-flamante-showroom-cochabamba,2024-06-02,Mostrador,"
¡La espera ha terminado! Nibol y Fonsa SRL han unido fuerzas estratégicas para abrir las puertas de su nuevo showroom en Cochabamba, a partir de este miércoles, 5 de junio. ¿Qué podrá encontrar en este exclusivo espacio? Toda la amplia gama de vehículos comerciales de la nueva línea premium de Foton.
La nueva sucursal está Ubicada en la Avenida Beijing, entre América y Alcides Arguedas, instalaciones que ofrecen a sus clientes un amplio espacio de exhibición para constatar de primera mano la calidad excepcional de sus productos Foton.
Con más de 38 años de experiencia en Bolivia, Nibol Ltda, Distribuidor Exclusivo de Foton para Bolivia, es una empresa automotriz de renombre en el país, mientras que Fonsa SRL, fundada en Cochabamba en 2018, se ha consolidado rápidamente en el mercado local, por lo que se consolidan como aliados estratégicos.
En este showroom podrás maravillarte con la presencia imponente de la nueva camioneta Tunland G7 4x4, un verdadero éxito en el segmento de las pickups. Con su potente motor Turbo 2.0, disponible en versiones de caja Mecánica y automática de 8 velocidades de la prestigiosa marca alemana ZF, esta camioneta redefine el concepto de lujo y seguridad con un interior tecnológico y elegante, equipado con 8 bolsas de aire para garantizar la máxima protección a cada ocupante y la máxima calificación de 5 estrellas otorgada por C-NCAP.
La Tunland G7 está disponible en una amplia gama de colores y viene con una garantía de 5 años o 100,000 km, que incluye mantenimiento preventivo por 3 años o 100,000 km, ¡un beneficio que no encontrará en ningún otro lugar!
Además, en el showroom podrás explorar los Minitrucks ya conocidos, en sus líneas TM3 y TM5, de apariencia moderna cabina, en todas sus versiones como ser Carrocería, furgón Cerrado, furgón Cerrado Ala de gaviota y la versión de doble cabina con carrocería.
Nibol se enorgullece en afirmar que todos sus productos han sido meticulosamente probados y configurados para satisfacer las necesidades más exigentes de sus estimados clientes bolivianos.
¡Nibol y Fonsa te esperan en su showroom para vivir una experiencia inigualable! O puedes ingresar a su página webwww.fotonbolivia.com.bo
No te olvides que El Futuro se escribe con F de Foton."
Queman oficina policial de Santa Ana de Yacuma por un caso de asesinato,Seguridad,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/yacuma.jpg?itok=bntPfYwl,https://www.lostiempos.com/actualidad/seguridad/20240602/queman-oficina-policial-santa-ana-yacuma-caso-asesinato,2024-06-02,ERBOL,"
En el municipio beniano de Santa Ana de Yacuma, una turba de enfurecidos pobladores incendió la estación policial exigiendo la renuncia del comandante local, Juan Pablo Ayllón Peña.
Los hechos ocurrieron la noche de este sábado tras la falta de avances en la investigación del asesinato de un joven piloto, que ha generado gran indignación en la comunidad.
Según reportes de medios locales, los residentes dieron un plazo de 24 horas para que el comandante de la policía de la zona renunciara a su cargo. Al no cumplirse esta exigencia, una multitud se congregó frente a la estación policial anoche del sábado.
Los efectivos policiales intentaron dispersar a la multitud con gases lacrimógenos, pero no lograron evitar los daños causados por los vecinos enfurecidos, según el medio San Borja Digital.
El detonante de la violencia fue el asesinato del piloto, quien fue acribillado por cuatro desconocidos el domingo pasado en un restaurante de la localidad.
Desde entonces, los pobladores han estado exigiendo justicia y la captura de los responsables del crimen. Sin embargo, la falta de resultados concretos en la investigación ha exacerbado la tensión.
Además de la frustración por el caso no resuelto, la llegada de policías de la Fuerza Especial de Lucha Contra el Narcotráfico (FELCN) y representantes del Ministerio Público desde Trinidad para realizar allanamientos a propiedades privadas ha agravado la situación.
Las detenciones realizadas, que los pobladores consideran ilegales, han intensificado el descontento y la desconfianza hacia las autoridades.
El ambiente en Santa Ana de Yacuma sigue siendo tenso, con los residentes exigiendo respuestas claras y acciones efectivas por parte de las autoridades.
La comunidad pide no solo justicia para el piloto asesinado, sino también un cambio en la gestión policial local, buscando restaurar la confianza y la seguridad en la región."
Dos muertos y siete heridos en un tiroteo en un bar de EEUU,Mundo,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/eeuu.jpg?itok=ke4y9ZG2,https://www.lostiempos.com/actualidad/mundo/20240602/dos-muertos-siete-heridos-tiroteo-bar-eeuu,2024-06-02,EFE,"
Un tiroteo ocurrido la madrugada de este domingo en un bar de Pittsburgh, en Pensilvania (EEUU), causó dos muertos y siete heridos, uno de ellos de gravedad, informaron las autoridades locales.
El suceso ocurrió en el Ballers Hookah Lounge and Cigar Bar, en la localidad de Penn Hills, cuando al parecer se produjo un altercado dentro del bar y varios individuos abrieron fuego, según informó la policía del Condado de Allegheny.
A su llegada al lugar de los hechos, los efectivos encontraron al interior del local los cuerpos sin vida de un hombre y una mujer.
Posteriormente, los agentes descubrieron a siete personas con heridas de bala, que fueron transportadas a un hospital local, una de ellas en condición crítica.
Por el momento, las autoridades, que mantienen una investigación en curso, no han dado a conocer la identidad de los fallecidos ni han informado si hay detenidos tras el suceso."
Comienzan las elecciones en México con la apertura de los primeros centros de votación,Mundo,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/mexicooooo.jpg?itok=Yg5Y5bK6,https://www.lostiempos.com/actualidad/mundo/20240602/comienzan-elecciones-mexico-apertura-primeros-centros-votacion,2024-06-02,EFE,"
Las elecciones presidenciales mexicanas se iniciaron este domingo con la apertura de las primeras casillas (centros de votación) en Quintana Roo, estado del Caribe, a las 8.00 hora local (13.00 GMT), lo que ha dado comienzo a los comicios más grandes en la historia del país.
Las primeras urnas, de un total de 170.000 centros de votación que se instalarán a nivel nacional con cerca de 1,5 millones de funcionarios, están disponibles ya en ciudades como Cancún, donde las personas hacen fila desde temprano, incluyendo turistas.
México tiene la mayor elección de su historia este domingo, con más de 98 millones de personas llamadas a renovar más de 20.000 cargos, incluyendo la presidencia, los 500 diputados, los 128 senadores y nueve gobiernos estatales."
"Federación de Trabajadores Campesinos ""Tupac Katari"" elige este domingo a su nueva directiva",País,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/congreso.jpg?itok=g_ibPf8s,https://www.lostiempos.com/actualidad/pais/20240602/federacion-trabajadores-campesinos-tupac-katari-elige-este-domingo-su-nueva,2024-06-02,ABI,
Cristian Díaz: “Los seguiré de cerca”,Fútbol,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/wilter_1_0.jpg?itok=Cta7VBos,https://www.lostiempos.com/deportes/futbol/20240602/cristian-diaz-seguire-cerca,2024-06-02,Geraldine Corrales Arandia,"
El técnico argentino Cristian Díaz confirmó hoy su salida de Wilstermann a través de una publicación en su cuenta de Instagram.
Pese a que se manejaba que Diaz tenía su vinculación arreglado con un club de Argentina, en su nota de despedida señala que su decisión se debe a temas de índole familiar.
“Hoy toca despedirme y agradecer. 17 meses muy duros para todos donde cada día buscamos consolidar un único objetivo, lograr la estabilidad del club. Quiero agradecer a los doctores por la confianza y la libertad de poder trabajar, a todos los colaboradores que en el día a día se brindaron por entero (fisios, médicos, utileros, prensa, cancheros, logística) pese a que nada resultaba fácil : Para todos ellos un
GRACIAS INFINITO, a mi cuerpo técnico que jamás dejó de batallar, a los futbolistas por buscar siempre dejar los inconvenientes de lado y continuar, a la prensa por tener siempre una cordial relación (aunque hay algunos que siguen sin entender nada), y sobre todo a los hinchas, por su compañía y por su cariño”, escribió Díaz.
El estratega agradeció por la hospitalidad con la que fue recibido.
Díaz también señaló a los que “no ayudaron” y sugirió que “dejen todo eso de lado al menos por un rato de su vida ya que Wilstermann necesita de todos y juntos pensando en un único objetivo”.
“Así como un día tome la decisión de llegar al club y en ello mi pequeño Benja fue un factor determinante, hoy estar cerca de mi madre hace que vuelva a tomar una decisión velando por la familia, que claramente es lo más importante. Los seguiré de cerca y pendiente de que todo termine de solucionarse definitivamente. Los quiero mucho, los voy a extrañar y solamente nos decimos hasta la próxima”, añadió."
YPFB garantiza normal abastecimiento de combustibles en todo el país,Economía,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2023/5/5/diesel.jpg?itok=9cCWzXzY,https://www.lostiempos.com/actualidad/economia/20240602/ypfb-garantiza-normal-abastecimiento-combustibles-todo-pais,2024-06-02,ABI,"
Yacimientos Petrolíferos Fiscales Bolivianos (YPFB) afirmó este domingo que el abastecimiento de combustibles en todo el país es normal y está garantizado.
""YPFB aclara a la población que el abastecimiento de combustibles en el país está garantizado y es normal"", publicó la estatal petrolera en un comunicado publicado en sus redes sociales.
Según ese reporte, los anuncios sobre un supuesto desabastecimiento de carburantes ""no responden a la verdad y sí a intereses políticos"" y la estatal petrolera trabaja por todos los bolivianos.
El sábado, a través de la Agencia Nacional de Hidrocarburos (ANH), se activaron controles a la comercialización de combustibles, por ejemplo, en la estación de servicio ""Volcán"", ubicado en la avenida Montes de la ciudad de La Paz, considerada una de las más grandes del departamento.
El director distrital de la ANH, Jorge Loayza, explicó que la provisión de combustibles está garantizada en las 121 estaciones de servicio, en el departamento de La Paz, tanto en la ciudad de El Alto, como en provincias."
ATT e IATA aseguran que viajeros aún pueden comprar pasajes en bolivianos,País,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/3_eco_1_mopsv.jpg?itok=wbwKrGRt,https://www.lostiempos.com/actualidad/pais/20240602/att-e-iata-aseguran-que-viajeros-aun-pueden-comprar-pasajes-bolivianos,2024-06-02,Redacción Central,"
Los usuarios de vuelos internacionales y locales pueden comprar pasajes con moneda local o extranjera, aseguraron ayer desde la Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes (ATT) y la Asociación Internacional de Transporte Aéreo (IATA).
El anuncio se da después de que se conociera que el Banco Nacional de Bolivia (BNB) decidió suspender el servicio de conversión de moneda (de bolivianos a dólares) para las agencias de viajes con las que trabaja desde el 20 de junio. Esto a raíz de las “condiciones actuales del mercado”.
Bolivia atraviesa al menos desde el 2023 una escasez de dólares que ha elevado los precios de algunos productos y generado dificultades para el comercio exterior, las cuales han llegado al servicio de compra de pasajes aéreos en los que interviene el BNB.
Según la IATA la medida “impuesta por el BNB sólo tendrá efecto para las agencias a las que el banco les brindaba este servicio y no afectará el proceso de venta de las aerolíneas a sus usuarios”.
Los bancos bolivianos han dejado de entregar de forma normal  dólares a la población debido a las dificultades para conseguir los mismos. El tipo de cambio paralelo del dólar llegó en días  pasados a 8,90 bolivianos, mientras que el tipo de cambio oficial se mantiene en 6,90.
Pese a ello, el director de la ATT, Néstor Ríos, manifestó ayer en conferencia de prensa: “Queremos asegurar y tranquilizar al viajero boliviano que podrá seguir comprando sus pasajes internacioanles en Bolivia con cualquier moneda de su preferencia”.
En un comunicado posterior, la ATT ratificó: “No existe ninguna determinación por parte de la IATA con relación a la prohibición o limitación a la venta de pasajees en bolivianos en vuelos nacionales e internacionales, pudiendo los usuarios realizar la compra de pasajes en la moneda de su preferencia”.
Asimismo la IATA reiteró que “los pasajeros bolivianos podrán seguir adquiriendo sus pasajes aéreos domésticos e internacionales pagando en bolivianos o moneda extranjera, a través de la red de las distintas agencias de viaje en el país”. Y aclaró que la decisión del BNB sólo afectará a las agencias de viaje a las que esta entidad financiera brinda este servicio.
El director ejecutivo de la Dirección General de Aeronáutica Civil (DGAC), José Iván García, señaló que la decisión del BNB fue porque no existiría una “compensación monetaria por el tipo de cambio”.
“Es por una decisión unilateral de la entidad financiera que comunicó que el proceso de venta de pasajes a través de las agencias no sería encaminado por la compensasión monetaria en el tipo de cambio”, destacó García.
El funcionario aclaró que esto no implica que todos los operadores aéreos puedan comercializar sus pasajes en moneda local."
BCB afirma que las ventas de bonos en dólares fortalecen a las Reservas Internacionales,Economía,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2020/3/22/ban.jpg?itok=2FhctV3g,https://www.lostiempos.com/actualidad/economia/20240602/bcb-afirma-que-ventas-bonos-dolares-fortalecen-reservas-internacionales,2024-06-02,ABI,"
El presidente del Banco Central de Bolivia (BCB), Edwin Rojas, afirmó este domingo que las Reservas Internacionales Netas (RIN) del país se fortalecen con las ventas de los bonos en dólares, que alcanzaron a $us 258,8 millones, en tres meses.
La máxima autoridad del ente emisor explicó que en tres meses, la venta del ""Bono BCB en dólares"" superó en 158,8% la meta fijada y captó $us 258,8 millones, lo que muestra la confianza de la población en el BCB y en las políticas económicas asumidas por el Gobierno nacional.
""Esta cantidad de recursos que se movilizan van a fortalecer las Reservas Internacionales y desde las Reservas Internacionales por supuesto que se asignan a las necesidades que tenga la economía"", afirmó en contacto con Bolivia Tv.
Con esa emisión se fortalecen las Reservas Internacionales y el Estado tiene mayor capacidad de enfrentar todas las necesidades que tenga el país en materia de cumplir obligaciones deuda externa, políticas de subvención y seguir canalizando divisas al sector privado.
""Se ha fortalecido las Reservas en esa magnitud y por su puesto tenemos mayor capacidad de poder enfrentar las obligaciones que pueda tener el Estado en sus diferentes ámbitos"", remarcó el presidente del BCB.
El ""Bono BCB en dólares"" fue puesto a disposición de la población, en el marco del ""Acuerdo Económico, Productivo y Empresarial entre el Gobierno nacional y el empresariado boliviano"", suscrito el 19 de febrero de este año. El tercer punto del acuerdo establece la emisión de bonos en dólares.
Entre los beneficios que ofrece está la devolución del capital e intereses en dólares, atractivas tasas de interés - de 4,50% a tres meses; de 5,00% a seis meses, 6,00% a un año, 6,25% a dos años y de 6,50% a tres años - y la exención del pago del Impuesto a las Transacciones Financieras (ITF).
Si bien en febrero el BCB colocó bonos por $us 1,1 millones, en marzo subió a $us 26,6 millones y en abril a $us 56,1 millones. Solo en mayo las ventas superaron los $us 200 millones, llegando a un total de $us 258,8 millones.
Actualmente este instrumento puede ser adquirido a escala nacional en sucursales autorizadas de todas las entidades bancarias y estará disponible hasta el 31 de agosto del presente año, según los datos del BCB."
Parque Santiváñez ofrece un entorno ideal para el crecimiento empresarial,País,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/2/esp_eco_windsor_1_jamesssss.jpg?itok=9XKoXHVm,https://www.lostiempos.com/actualidad/pais/20240602/parque-santivanez-ofrece-entorno-ideal-crecimiento-empresarial,2024-06-02,Windsor Salas G.,"
Ubicado estratégicamente a las afueras de Cochabamba, el Parque Industrial Santiváñez ha pasado por un notable proceso de transformación desde su creación en 1977. A pesar de los desafíos iniciales, caracterizados por la falta de servicios básicos como agua y energía eléctrica, el parque ha experimentado un resurgimiento significativo en los últimos años gracias a inversiones y mejoras sustanciales en infraestructura.
En sus primeros años, el Parque Industrial Santiváñez enfrentó serias dificultades para atraer y retener empresas. La carencia de servicios básicos era un obstáculo constante, dice el responsable de Urbanismo Industrial, Eliot Vargas.
“Empresarios solían decir que la energía ‘llegaba cansada’ a Santiváñez debido a la ineficiencia del suministro eléctrico, y el agua era igualmente escasa y costosa. Estas deficiencias desalentaron a muchas industrias, que optaron por reubicarse en otros lugares con mejor infraestructura”, señala.
El punto de inflexión
El verdadero cambio —afirma nuestro entrevistado— comenzó en 2017, cuando la administración del parque, liderada por Álvaro Jorge, decidió realizar inversiones significativas en servicios básicos. Se perforaron cinco nuevos pozos de agua, aumentando la capacidad a 10 litros por segundo y 14 litros/segundo a través de la represa de San Miguel, cuyo embalse dotará —en la segunda fase del parque— 32 litros/segundo.
